	Вакансия	Ссылка	Мин. з/п	Макс. з/п	Валюта	Источник
1727	Продавец	https://hh.ru/vacancy/42982043?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30000	35000	RUB	https://hh.ru/
1728	Продавец-кассир	https://hh.ru/vacancy/42843837?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30600	40800	RUB	https://hh.ru/
1729	Продавец-консультант	https://hh.ru/vacancy/40655766?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		40000	RUB	https://hh.ru/
1730	Продавец-консультант	https://hh.ru/vacancy/42462066?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	20000	30000	RUB	https://hh.ru/
1731	Продавец	https://hh.ru/vacancy/42486416?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	18000	35000	RUB	https://hh.ru/
1732	Продавец	https://hh.ru/vacancy/41762973?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
1733	Продавец в отдел 'МЯСО'	https://hh.ru/vacancy/42915765?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	40000	60000	RUB	https://hh.ru/
1734	Продавец	https://hh.ru/vacancy/42950013?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	53000	63000	RUB	https://hh.ru/
1735	Продавец - консультант в детский магазин CHOUPETTE (МЦ Красная Площадь)	https://hh.ru/vacancy/42849381?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	26000	45000	RUB	https://hh.ru/
1736	Продавец-консультант	https://hh.ru/vacancy/42386904?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	37000	RUB	https://hh.ru/
1737	Продавец в молочную палатку	https://hh.ru/vacancy/43002044?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1738	Продавец-консультант	https://hh.ru/vacancy/42977403?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30000	70000	RUB	https://hh.ru/
1739	Продавец-стилист	https://hh.ru/vacancy/42770794?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		60000	RUB	https://hh.ru/
1740	Продавец-кассир	https://hh.ru/vacancy/40290230?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		60000	RUB	https://hh.ru/
1741	Продавец-дизайнер	https://hh.ru/vacancy/42883223?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1742	Продавец-консультант	https://hh.ru/vacancy/40841577?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	45000	RUB	https://hh.ru/
1743	Продавец-кассир (ТЦ Первомайский)	https://hh.ru/vacancy/42945800?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	8000	12000	RUB	https://hh.ru/
1744	Продавец-кассир (Котово)	https://hh.ru/vacancy/42968902?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	20000	28000	RUB	https://hh.ru/
1745	Продавец-кассир	https://hh.ru/vacancy/42417264?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		24500	RUB	https://hh.ru/
1746	Продавец-кассир	https://hh.ru/vacancy/42888730?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	45000	45000	RUB	https://hh.ru/
1747	Продавец-консультант	https://hh.ru/vacancy/42416500?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		590		https://hh.ru/
1748	Продавец (ТЦ Новомосковский)	https://hh.ru/vacancy/41541599?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		40000	RUB	https://hh.ru/
1749	Продавец-кассир	https://hh.ru/vacancy/42617708?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	19000	23000	RUB	https://hh.ru/
1750	"Продавец-консультант Levi`s (ТРК ""Моремолл"")"	https://hh.ru/vacancy/42954016?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1751	Продавец в магазин деликатесов	https://hh.ru/vacancy/42844956?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		55000	RUB	https://hh.ru/
1752	Продавец (Тутаевское ш.)	https://hh.ru/vacancy/42121994?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		29000	RUB	https://hh.ru/
1753	Продавец-кассир магазина LERAN	https://hh.ru/vacancy/42996815?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	60000	RUB	https://hh.ru/
1754	Продавец	https://hh.ru/vacancy/42889434?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	20000	45000	RUB	https://hh.ru/
1755	Продавец	https://hh.ru/vacancy/42226472?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	23200	27500	RUB	https://hh.ru/
1756	Продавец-консультант	https://hh.ru/vacancy/42381957?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	35000	50000	RUB	https://hh.ru/
1757	Продавец-кассир (г. Балашиха, ТЦ Светофор)	https://hh.ru/vacancy/40431181?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		35000	RUB	https://hh.ru/
1758	Продавец Мила (Фрунзенский р-н)	https://hh.ru/vacancy/42383206?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	750	900		https://hh.ru/
1759	Продавец-кассир	https://hh.ru/vacancy/42649208?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		28500	RUB	https://hh.ru/
1760	Продавец-кассир	https://hh.ru/vacancy/42445156?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	38000	42000	RUB	https://hh.ru/
1761	Продавец-универсал магазина	https://hh.ru/vacancy/42959708?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		38000	RUB	https://hh.ru/
1762	Продавец-консультант/продавец-кассир садового центра	https://hh.ru/vacancy/42798306?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30000	60000	RUB	https://hh.ru/
1763	Продавец-кассир (ТЦ Гринн, KIDS)	https://hh.ru/vacancy/42042691?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		23000	RUB	https://hh.ru/
1764	Продавец-кассир (Самара, Льва Толстого/Садовая)	https://hh.ru/vacancy/39788385?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		29500	RUB	https://hh.ru/
1765	Продавец-кассир	https://hh.ru/vacancy/40612089?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		18000	RUB	https://hh.ru/
1766	Продавец	https://hh.ru/vacancy/42920950?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		400		https://hh.ru/
1767	Продавец-кассир	https://hh.ru/vacancy/40981487?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	40000	55000	RUB	https://hh.ru/
1768	Продавец (п. Иволгино)	https://hh.ru/vacancy/37325566?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	23000	28000	RUB	https://hh.ru/
1769	Продавец (4-6 разряд)	https://hh.ru/vacancy/39146046?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		724		https://hh.ru/
1770	Продавец-кассир (ТЦ Гринвич)	https://hh.ru/vacancy/42917360?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
1771	Продавец (Малинка)	https://hh.ru/vacancy/40016883?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
1772	Продавец-кассир (с. Новое)	https://hh.ru/vacancy/41776145?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		35000	RUB	https://hh.ru/
1773	Продавец-консультант	https://hh.ru/vacancy/42321410?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	60000	RUB	https://hh.ru/
1774	Продавец	https://hh.ru/vacancy/42984404?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	500	600		https://hh.ru/
1775	Продавец сервисной зоны (Тушинская)	https://hh.ru/vacancy/42244601?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		49000	RUB	https://hh.ru/
1776	Продавец-консультант	https://hh.ru/vacancy/42890102?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	35000	55000	RUB	https://hh.ru/
1777	Продавец (микрорайон Солнечный)	https://hh.ru/vacancy/42869610?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	20000	25000	RUB	https://hh.ru/
1778	Продавец-кассир	https://hh.ru/vacancy/42953560?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		25000	RUB	https://hh.ru/
1779	Продавец-консультант	https://hh.ru/vacancy/42892734?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	40000	100000	RUB	https://hh.ru/
1780	Продавец (выкладка товара)	https://hh.ru/vacancy/42958470?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		22000	RUB	https://hh.ru/
1781	Продавец-консультант непродовольственных товаров	https://hh.ru/vacancy/42583666?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		23000	RUB	https://hh.ru/
1782	Продавец-универсал	https://hh.ru/vacancy/41762023?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1783	Продавец непродовольственных товаров	https://hh.ru/vacancy/42441418?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	10000	15000	RUB	https://hh.ru/
1784	Продавец	https://hh.ru/vacancy/36423077?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1785	Продавец в магазин разливных напитков (гор. Пыть-Ях)	https://hh.ru/vacancy/42937058?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		32000	RUB	https://hh.ru/
1786	Продавец-консультант нижнего белья	https://hh.ru/vacancy/42459155?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	20000	25000	RUB	https://hh.ru/
1787	Продавец-консультант	https://hh.ru/vacancy/42479289?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	50000	110000	RUB	https://hh.ru/
1788	Продавец-кассир	https://hh.ru/vacancy/42947278?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1789	Продавец-кассир	https://hh.ru/vacancy/42997631?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1790	Продавец (ТЦ Ривьера)	https://hh.ru/vacancy/42855880?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	20000	28000	RUB	https://hh.ru/
1791	Продавец-консультант	https://hh.ru/vacancy/42376296?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
1792	Продавец-кассир	https://hh.ru/vacancy/42831830?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	25000	RUB	https://hh.ru/
1793	Продавец - кассир магазина befree (ТЦ Красная Площадь)	https://hh.ru/vacancy/42175781?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1794	Продавец-кассир	https://hh.ru/vacancy/42857574?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		38000	RUB	https://hh.ru/
1795	Продавец-консультант	https://hh.ru/vacancy/42502315?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1796	Продавец-консультант/кассир-продавец/кассир	https://hh.ru/vacancy/42925872?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		29000	RUB	https://hh.ru/
1797	Продавец-консультант Сладкие Закрома ТЦ Город	https://hh.ru/vacancy/42378343?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		45000	RUB	https://hh.ru/
1798	Продавец в винотеку	https://hh.ru/vacancy/42735261?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		28000	RUB	https://hh.ru/
1799	Продавец-кассир в кулинарию (м. Южная)	https://hh.ru/vacancy/42963980?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		45000	RUB	https://hh.ru/
1800	Продавец (ул. Чехова)	https://hh.ru/vacancy/42803076?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		22000	RUB	https://hh.ru/
1801	Продавец-кассир (ул. Мира)	https://hh.ru/vacancy/42603715?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		25000	RUB	https://hh.ru/
1802	Продавец	https://hh.ru/vacancy/19835113?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	890	1200		https://hh.ru/
1803	Продавец	https://hh.ru/vacancy/41403893?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		24500	RUB	https://hh.ru/
1804	Продавец-консультант	https://hh.ru/vacancy/42555598?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	40000	70000	RUB	https://hh.ru/
1805	Продавец-кассир	https://hh.ru/vacancy/42883608?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	36000	43000	RUB	https://hh.ru/
1806	"Продавец-кассир (ТЦ ""Авеню"")"	https://hh.ru/vacancy/42232158?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1807	"Продавец-кассир (ТЦ""SPAR"")"	https://hh.ru/vacancy/42362195?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		28000	RUB	https://hh.ru/
1808	Продавец-кассир	https://hh.ru/vacancy/41532502?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	45000	50000	RUB	https://hh.ru/
1809	Продавец-консультант	https://hh.ru/vacancy/42890536?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		700		https://hh.ru/
1810	"Продавец-кассир выходного дня ТК ""Юбилейный"""	https://hh.ru/vacancy/41839517?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	7450	8625	RUB	https://hh.ru/
1811	Продавец	https://hh.ru/vacancy/41538934?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	35000	40000	RUB	https://hh.ru/
1812	Продавец-кассир	https://hh.ru/vacancy/42874202?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		60000	RUB	https://hh.ru/
1813	Продавец ( Иркутск Первомайский)	https://hh.ru/vacancy/42400932?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1814	Продавец-кассир	https://hh.ru/vacancy/42349057?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	43000	43000	RUB	https://hh.ru/
1815	Продавец-консультант	https://hh.ru/vacancy/42656637?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30000	40000	RUB	https://hh.ru/
1816	Продавец-кассир	https://hh.ru/vacancy/42489945?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		40000	RUB	https://hh.ru/
1817	Продавец-кассир	https://hh.ru/vacancy/42473949?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	30000	RUB	https://hh.ru/
1818	Продавец	https://hh.ru/vacancy/35648851?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86				https://hh.ru/
1819	Продавец-кассир	https://hh.ru/vacancy/42550518?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		50000		https://hh.ru/
1820	Продавец (электроинструмент)	https://hh.ru/vacancy/42976950?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
1821	Продавец	https://hh.ru/vacancy/42717738?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		28000	RUB	https://hh.ru/
1822	Продавец (ул. Марченко, ЧТЗ)	https://hh.ru/vacancy/42134305?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		20000	RUB	https://hh.ru/
1823	Продавец-кассир	https://hh.ru/vacancy/42850338?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	55000	63000	RUB	https://hh.ru/
1824	Продавец-кассир	https://hh.ru/vacancy/40540602?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	35000	RUB	https://hh.ru/
1825	Продавец-кассир (п. Ильинское-Усово)	https://hh.ru/vacancy/42165614?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
1826	Продавец-кассир	https://hh.ru/vacancy/42998923?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	27000	RUB	https://hh.ru/
1827	Продавец-консультант	https://hh.ru/vacancy/42728613?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
1828	Продавец	https://hh.ru/vacancy/42890996?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	34135	40135	RUB	https://hh.ru/
1829	Продавец-консультант/продавец-кассир садового центра	https://hh.ru/vacancy/42798304?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30000	60000	RUB	https://hh.ru/
1830	Продавец	https://hh.ru/vacancy/42967272?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	40000	RUB	https://hh.ru/
1831	Продавец непродовольственных товаров (20 часов в неделю)	https://hh.ru/vacancy/42646279?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		15000	RUB	https://hh.ru/
1832	Продавец	https://hh.ru/vacancy/41063262?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	21000	29000	RUB	https://hh.ru/
1833	Продавец	https://hh.ru/vacancy/37279073?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	23000	40000	RUB	https://hh.ru/
1834	Продавец магазина Запчасти	https://hh.ru/vacancy/42868846?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		25000	RUB	https://hh.ru/
1835	Продавец	https://hh.ru/vacancy/42941678?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	31000	RUB	https://hh.ru/
1836	Продавец-кассир	https://hh.ru/vacancy/42729120?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		60000	RUB	https://hh.ru/
1837	Бариста - продавец	https://hh.ru/vacancy/42521914?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
1838	Продавец-кассир	https://hh.ru/vacancy/42227309?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		60000	RUB	https://hh.ru/
1839	Продавец-консультант	https://hh.ru/vacancy/42664654?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	26000	35000	RUB	https://hh.ru/
1840	Продавец-консультант	https://hh.ru/vacancy/42372173?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	40000	45000	RUB	https://hh.ru/
1841	Продавец-кассир(Кирова)	https://hh.ru/vacancy/37370414?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
1842	Продавец	https://hh.ru/vacancy/42852742?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	700	930		https://hh.ru/
1843	Мобильный продавец (Перевалка)	https://hh.ru/vacancy/42957393?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	18000	22000	RUB	https://hh.ru/
1844	Продавец-кассир (ТЦ Макс)	https://hh.ru/vacancy/42953289?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	11900	13200	RUB	https://hh.ru/
1845	Продавец	https://hh.ru/vacancy/42893380?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		20000	RUB	https://hh.ru/
1846	Продавец	https://hh.ru/vacancy/42917392?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30000	40000	RUB	https://hh.ru/
1847	"Продавец-кассир магазин ""КАРИ"" г. Югорск"	https://hh.ru/vacancy/43010309?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	30000	45000	RUB	https://hh.ru/
1848	Продавец-консультант	https://hh.ru/vacancy/40020182?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	70000	170000		https://hh.ru/
1849	Продавец-кассир (мкр. Шакша)	https://hh.ru/vacancy/42977182?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		24000	RUB	https://hh.ru/
1850	Продавец-консультант	https://hh.ru/vacancy/42728146?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	50000	RUB	https://hh.ru/
1851	Продавец	https://hh.ru/vacancy/42428489?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		30000	RUB	https://hh.ru/
1852	Продавец	https://hh.ru/vacancy/42543194?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	41000	49000	RUB	https://hh.ru/
1853	Продавец-консультант (ТРЦ Аура)	https://hh.ru/vacancy/42168058?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		35000	RUB	https://hh.ru/
1854	Продавец в магазин разливных напитков (гор. Екатеринбург)	https://hh.ru/vacancy/42937066?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		29000	RUB	https://hh.ru/
1855	Продавец-консультант	https://hh.ru/vacancy/42995684?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	26000	33000	RUB	https://hh.ru/
1856	Продавец-кассир (Рыбный отдел, гастрономия)	https://hh.ru/vacancy/42438788?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	40000	60000	RUB	https://hh.ru/
1857	Продавец-кассир	https://hh.ru/vacancy/42369965?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	25000	30000	RUB	https://hh.ru/
1858	Продавец-кассир (м.Орехово)	https://hh.ru/vacancy/40610206?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		34000	RUB	https://hh.ru/
1859	Продавец-консультант	https://hh.ru/vacancy/42920948?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	17000	23000	RUB	https://hh.ru/
1860	Продавец-консультант (Талнах)	https://hh.ru/vacancy/39991862?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	50000	60000	RUB	https://hh.ru/
1861	Продавец-консультант	https://hh.ru/vacancy/42830638?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86	23000	35000	RUB	https://hh.ru/
1862	Продавец-кассир	https://hh.ru/vacancy/42415529?query=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B2%D0%B5%D1%86		45000	RUB	https://hh.ru/
